Nivel,Accuracy,Tiempo_Promedio,Racha,Accion
1,1.0,1.15,-2,MANTENER
4,1.0,1.44,1,MANTENER
2,0.0,1.95,0,BAJAR
1,1.0,1.53,3,SUBIR
4,1.0,1.02,-1,MANTENER
4,1.0,1.5,1,MANTENER
3,1.0,1.46,4,SUBIR
3,1.0,0.98,5,SUBIR
5,1.0,1.23,-2,MANTENER
3,1.0,2.12,5,MANTENER
4,0.8,2.44,-2,BAJAR
1,0.5,3.96,-1,BAJAR
3,1.0,1.02,1,MANTENER
5,1.0,1.07,-2,MANTENER
5,0.83,2.17,2,MANTENER
5,1.0,1.45,-3,MANTENER
2,1.0,0.93,-3,MANTENER
1,1.0,0.9,-1,MANTENER
2,1.0,1.0,3,SUBIR
4,1.0,1.22,-1,MANTENER
2,0.33,1.35,3,BAJAR
3,1.0,0.99,5,SUBIR
1,1.0,1.15,4,SUBIR
1,0.5,2.83,-1,BAJAR
2,1.0,2.31,4,MANTENER
1,1.0,1.11,-3,MANTENER
2,0.67,2.53,1,MANTENER
5,0.0,2.19,0,BAJAR
3,1.0,1.03,-3,MANTENER
5,1.0,1.54,-2,MANTENER
3,0.25,1.75,5,BAJAR
5,0.67,1.78,5,MANTENER
2,0.67,2.81,1,MANTENER
5,1.0,1.45,0,MANTENER
1,1.0,0.86,2,SUBIR
3,0.75,2.87,2,MANTENER
4,0.8,2.75,0,MANTENER
3,0.5,2.58,2,BAJAR
1,1.0,1.05,5,SUBIR
3,1.0,1.56,4,MANTENER
3,0.75,1.32,5,MANTENER
1,1.0,1.39,5,SUBIR
5,1.0,1.25,2,MANTENER
4,1.0,1.19,4,SUBIR
2,1.0,1.4,-2,MANTENER
2,1.0,0.93,5,SUBIR
2,0.67,2.12,0,MANTENER
1,0.5,2.16,1,BAJAR
1,1.0,1.23,4,SUBIR
4,0.8,2.64,-3,BAJAR
1,0.0,1.37,-2,BAJAR
3,1.0,1.06,5,SUBIR
2,0.0,2.15,2,BAJAR
4,1.0,2.38,1,MANTENER
4,1.0,1.0,-2,MANTENER
3,1.0,1.58,-2,MANTENER
5,1.0,1.34,-2,MANTENER
2,1.0,1.3,-3,MANTENER
3,1.0,0.82,-3,MANTENER
4,0.6,2.73,-2,BAJAR
2,0.33,2.51,0,BAJAR
3,0.75,1.84,2,MANTENER
2,1.0,1.03,-2,MANTENER
4,0.8,1.95,2,MANTENER
5,1.0,1.04,2,MANTENER
2,1.0,1.5,1,MANTENER
2,0.0,1.87,-2,BAJAR
4,1.0,1.24,1,MANTENER
4,1.0,2.11,5,MANTENER
4,1.0,1.55,2,MANTENER
1,1.0,1.33,-3,MANTENER
1,0.5,1.88,0,BAJAR
1,1.0,1.4,5,SUBIR
3,0.5,2.32,0,BAJAR
5,0.83,1.47,1,MANTENER
4,1.0,1.0,-2,MANTENER
5,0.83,2.83,-3,BAJAR
5,0.83,2.41,4,MANTENER
4,0.6,2.46,-2,BAJAR
3,0.75,1.99,-2,BAJAR
5,0.83,1.83,4,MANTENER
4,0.6,1.92,1,MANTENER
4,0.6,2.67,4,MANTENER
3,0.5,2.83,-2,BAJAR
2,1.0,1.42,-2,MANTENER
5,1.0,1.34,0,MANTENER
1,1.0,1.19,2,SUBIR
4,1.0,0.97,-1,MANTENER
1,0.5,1.97,-2,BAJAR
2,1.0,1.19,-1,MANTENER
1,1.0,1.08,-3,MANTENER
3,0.75,1.65,2,MANTENER
2,0.67,1.88,-2,BAJAR
2,1.0,1.37,-1,MANTENER
5,1.0,1.5,-3,MANTENER
5,0.83,1.66,-1,BAJAR
1,1.0,1.05,-2,MANTENER
1,0.5,2.68,3,BAJAR
2,1.0,2.27,2,MANTENER
4,1.0,0.88,-1,MANTENER
1,1.0,1.01,5,SUBIR
1,1.0,2.5,-1,MANTENER
5,1.0,0.84,-1,MANTENER
3,1.0,1.2,-2,MANTENER
4,1.0,1.08,-2,MANTENER
4,0.8,3.38,-2,BAJAR
1,1.0,1.21,3,SUBIR
4,1.0,1.16,-3,MANTENER
3,0.75,1.92,3,MANTENER
3,1.0,1.46,1,MANTENER
1,0.5,2.12,5,BAJAR
5,1.0,1.24,-3,MANTENER
4,0.8,3.64,-1,BAJAR
2,0.67,2.75,-3,BAJAR
3,1.0,0.87,3,MANTENER
2,1.0,1.36,1,MANTENER
3,1.0,0.96,1,MANTENER
1,1.0,1.5,3,SUBIR
5,1.0,1.48,3,MANTENER
5,1.0,1.27,5,MANTENER
2,1.0,1.06,3,SUBIR
4,1.0,0.92,0,MANTENER
1,0.0,1.5,5,BAJAR
3,1.0,0.97,4,SUBIR
1,0.5,1.99,2,BAJAR
5,1.0,1.49,-3,MANTENER
2,0.33,2.31,1,BAJAR
2,1.0,1.53,3,SUBIR
3,1.0,0.93,4,SUBIR
2,0.67,1.54,1,MANTENER
1,1.0,1.49,-2,MANTENER
1,1.0,1.15,4,SUBIR
5,0.83,2.26,3,MANTENER
5,0.83,3.35,5,MANTENER
5,0.83,1.73,-3,BAJAR
2,1.0,2.02,3,MANTENER
2,0.67,1.88,3,MANTENER
5,1.0,1.03,-2,MANTENER
2,1.0,1.39,-2,MANTENER
4,1.0,0.98,-3,MANTENER
3,0.5,1.9,1,BAJAR
1,0.5,2.55,-1,BAJAR
4,0.8,1.6,5,MANTENER
2,1.0,1.38,1,MANTENER
2,0.33,2.12,4,BAJAR
2,0.67,1.45,-1,BAJAR
1,0.5,3.06,-3,BAJAR
3,1.0,1.41,1,MANTENER
4,1.0,0.85,0,MANTENER
2,0.67,3.51,0,MANTENER
4,1.0,0.89,0,MANTENER
1,1.0,1.11,0,MANTENER
4,1.0,1.18,4,SUBIR
2,1.0,1.26,0,MANTENER
3,1.0,1.01,2,MANTENER
1,1.0,0.85,0,MANTENER
5,0.83,1.79,5,MANTENER
2,1.0,0.86,4,SUBIR
4,0.8,1.77,2,MANTENER
5,1.0,0.95,1,MANTENER
5,1.0,1.55,0,MANTENER
3,1.0,0.94,5,SUBIR
5,1.0,2.32,-3,MANTENER
3,1.0,0.97,-3,MANTENER
2,0.67,2.84,-2,BAJAR
1,1.0,0.93,1,MANTENER
5,1.0,1.36,3,MANTENER
5,1.0,1.16,5,SUBIR
4,0.0,2.26,0,BAJAR
2,1.0,1.23,0,MANTENER
2,1.0,2.36,0,MANTENER
4,1.0,1.12,5,SUBIR
4,1.0,1.47,1,MANTENER
5,1.0,1.3,4,MANTENER
3,1.0,1.82,3,MANTENER
5,1.0,0.8,-1,MANTENER
2,1.0,1.59,-1,MANTENER
4,0.6,1.95,-1,BAJAR
5,1.0,1.22,1,MANTENER
4,1.0,1.32,0,MANTENER
1,1.0,1.47,5,SUBIR
3,1.0,0.85,4,SUBIR
5,0.67,1.67,0,MANTENER
1,1.0,1.08,1,MANTENER
4,1.0,1.14,0,MANTENER
2,0.33,2.63,-2,BAJAR
3,1.0,1.21,-1,MANTENER
4,0.0,2.28,3,BAJAR
1,1.0,1.56,4,SUBIR
5,0.83,1.89,4,MANTENER
3,1.0,0.94,4,SUBIR
5,0.83,1.89,1,MANTENER
1,0.5,2.14,4,BAJAR
2,1.0,1.04,-1,MANTENER
3,1.0,1.59,-2,MANTENER
3,1.0,0.85,2,MANTENER
4,1.0,0.83,-3,MANTENER
1,1.0,0.82,1,MANTENER
4,0.8,2.21,0,MANTENER
4,0.8,1.59,5,MANTENER
5,0.83,2.55,3,MANTENER
5,1.0,1.5,2,MANTENER
2,1.0,1.56,-3,MANTENER
3,0.75,2.07,0,MANTENER
3,1.0,1.55,1,MANTENER
3,1.0,0.87,1,MANTENER
2,1.0,1.23,1,MANTENER
4,0.6,1.9,-1,BAJAR
2,1.0,0.98,1,MANTENER
1,0.5,3.78,-1,BAJAR
5,1.0,2.34,0,MANTENER
1,0.0,2.9,5,BAJAR
3,0.75,2.68,3,MANTENER
1,1.0,1.24,5,SUBIR
2,0.67,2.85,5,MANTENER
5,1.0,1.1,2,MANTENER
4,1.0,0.98,0,MANTENER
3,1.0,0.84,2,MANTENER
3,0.5,2.81,4,BAJAR
2,0.67,2.59,5,MANTENER
5,1.0,1.02,-3,MANTENER
2,1.0,1.05,5,SUBIR
5,1.0,1.21,-2,MANTENER
3,1.0,1.01,-2,MANTENER
1,0.5,3.2,5,BAJAR
1,0.0,2.03,4,BAJAR
1,1.0,0.96,5,SUBIR
4,0.8,1.68,0,MANTENER
3,1.0,1.46,3,MANTENER
3,0.75,1.83,0,MANTENER
3,1.0,0.8,-1,MANTENER
1,0.0,1.4,-2,BAJAR
4,1.0,1.13,2,MANTENER
1,1.0,1.55,4,SUBIR
5,1.0,1.51,1,MANTENER
3,1.0,1.37,-1,MANTENER
4,0.6,2.53,2,MANTENER
4,0.8,3.34,4,MANTENER
4,0.8,2.88,-1,BAJAR
3,1.0,1.34,4,SUBIR
3,1.0,1.4,3,MANTENER
2,0.0,2.71,1,BAJAR
1,1.0,0.84,-3,MANTENER
3,0.75,2.9,-2,BAJAR
1,1.0,1.04,4,SUBIR
2,1.0,1.57,4,SUBIR
3,0.75,2.06,-3,BAJAR
1,1.0,1.21,5,SUBIR
4,1.0,0.82,5,SUBIR
5,0.67,2.12,2,MANTENER
5,0.0,2.13,0,BAJAR
2,0.0,2.09,-2,BAJAR
2,0.67,2.0,1,MANTENER
3,0.5,1.93,-2,BAJAR
1,1.0,1.16,0,MANTENER
3,1.0,1.46,-3,MANTENER
1,1.0,1.33,0,MANTENER
2,0.0,1.5,2,BAJAR
4,0.6,1.88,0,MANTENER
1,1.0,1.15,5,SUBIR
1,0.5,2.67,-1,BAJAR
4,1.0,1.57,-1,MANTENER
4,1.0,1.01,4,SUBIR
1,1.0,1.01,0,MANTENER
5,1.0,1.27,-2,MANTENER
5,1.0,1.18,1,MANTENER
1,1.0,1.27,3,SUBIR
2,0.0,2.07,-3,BAJAR
2,0.33,1.38,2,BAJAR
5,1.0,0.83,1,MANTENER
4,1.0,1.56,-3,MANTENER
2,1.0,1.54,5,SUBIR
3,1.0,1.45,3,MANTENER
3,1.0,1.14,4,SUBIR
1,1.0,1.24,1,MANTENER
3,0.75,1.98,-3,BAJAR
4,1.0,0.82,4,SUBIR
4,0.8,2.16,-3,BAJAR
1,1.0,1.1,-1,MANTENER
4,0.6,2.96,1,MANTENER
3,1.0,1.43,5,SUBIR
4,0.4,2.67,5,BAJAR
4,1.0,0.98,5,SUBIR
4,1.0,0.86,3,MANTENER
1,1.0,1.1,0,MANTENER
2,0.67,2.1,-2,BAJAR
2,0.67,2.72,5,MANTENER
3,1.0,1.5,4,SUBIR
1,0.5,2.75,2,BAJAR
5,1.0,1.32,0,MANTENER
1,1.0,2.15,-3,MANTENER
4,0.8,2.28,5,MANTENER
4,1.0,1.31,0,MANTENER
2,0.33,3.13,-2,BAJAR
5,1.0,2.5,4,MANTENER
2,1.0,1.39,1,MANTENER
5,0.83,2.74,1,MANTENER
3,1.0,1.44,5,SUBIR
5,1.0,0.93,-2,MANTENER
2,0.33,2.26,0,BAJAR
4,0.8,2.41,-3,BAJAR
3,0.5,2.54,1,BAJAR
2,1.0,1.59,4,SUBIR
1,0.5,2.06,2,BAJAR
2,0.0,2.35,-3,BAJAR
1,1.0,0.87,-2,MANTENER
3,0.75,2.2,2,MANTENER
2,1.0,1.33,4,SUBIR
3,0.75,2.78,0,MANTENER
5,0.17,2.11,2,BAJAR
1,0.5,2.57,3,BAJAR
1,1.0,1.05,3,SUBIR
1,0.5,2.94,-2,BAJAR
1,1.0,1.53,0,MANTENER
3,1.0,1.83,5,MANTENER
1,0.0,2.93,5,BAJAR
1,1.0,0.95,-3,MANTENER
2,0.33,3.24,-1,BAJAR
2,1.0,1.25,-3,MANTENER
2,1.0,1.44,1,MANTENER
2,1.0,1.12,2,MANTENER
3,1.0,0.95,-1,MANTENER
1,0.0,2.23,0,BAJAR
2,1.0,1.11,5,SUBIR
1,1.0,0.85,3,SUBIR
3,1.0,2.48,4,MANTENER
1,1.0,0.99,5,SUBIR
2,0.67,2.34,4,MANTENER
4,0.8,2.02,2,MANTENER
4,1.0,1.22,4,SUBIR
2,0.67,2.4,2,MANTENER
1,1.0,1.46,-1,MANTENER
3,0.75,2.5,0,MANTENER
5,1.0,0.86,4,SUBIR
1,1.0,0.87,2,SUBIR
5,1.0,1.36,2,MANTENER
1,0.5,2.19,4,BAJAR
5,1.0,1.44,3,MANTENER
1,0.5,1.57,-2,BAJAR
3,1.0,1.35,4,SUBIR
5,1.0,1.47,-1,MANTENER
3,0.0,1.93,0,BAJAR
3,1.0,1.57,-1,MANTENER
1,1.0,0.93,-2,MANTENER
5,0.67,2.48,-1,BAJAR
4,0.6,1.81,0,MANTENER
3,1.0,1.59,1,MANTENER
3,1.0,1.24,-2,MANTENER
1,0.5,1.47,-2,BAJAR
1,0.0,2.14,5,BAJAR
5,1.0,0.82,-1,MANTENER
5,0.67,1.79,-2,BAJAR
5,1.0,1.86,-1,MANTENER
2,0.67,1.65,3,MANTENER
2,0.0,1.81,-3,BAJAR
1,1.0,1.51,-1,MANTENER
2,1.0,1.31,0,MANTENER
4,0.8,2.38,1,MANTENER
1,1.0,1.5,3,SUBIR
4,0.4,2.06,-2,BAJAR
3,1.0,0.97,3,MANTENER
4,1.0,1.28,4,SUBIR
4,0.6,2.33,-3,BAJAR
1,1.0,1.55,-1,MANTENER
4,0.6,1.72,5,MANTENER
3,0.5,2.88,-3,BAJAR
4,1.0,1.18,-3,MANTENER
3,0.75,1.74,2,MANTENER
2,1.0,1.51,4,SUBIR
4,0.8,2.53,5,MANTENER
5,0.83,2.73,-2,BAJAR
1,1.0,1.26,-3,MANTENER
2,0.0,1.89,-1,BAJAR
5,1.0,0.85,4,SUBIR
3,0.75,2.78,0,MANTENER
1,1.0,0.94,-2,MANTENER
2,1.0,1.55,-3,MANTENER
1,1.0,1.49,4,SUBIR
2,0.67,2.7,-2,BAJAR
3,0.25,3.45,-3,BAJAR
1,0.0,2.87,0,BAJAR
1,1.0,1.42,3,SUBIR
3,0.75,1.63,2,MANTENER
5,1.0,2.35,-3,MANTENER
5,0.83,2.44,-3,BAJAR
2,1.0,0.96,-2,MANTENER
4,1.0,1.51,-2,MANTENER
1,1.0,1.21,4,SUBIR
2,1.0,1.02,5,SUBIR
2,1.0,1.42,-2,MANTENER
5,0.17,2.06,3,BAJAR
4,0.8,2.59,0,MANTENER
2,1.0,1.28,-1,MANTENER
5,1.0,0.97,0,MANTENER
2,1.0,1.04,5,SUBIR
5,0.83,2.21,2,MANTENER
4,1.0,1.07,4,SUBIR
1,0.5,3.17,-1,BAJAR
2,1.0,1.44,1,MANTENER
4,1.0,1.55,-2,MANTENER
1,1.0,1.55,5,SUBIR
5,1.0,0.92,-2,MANTENER
5,0.83,2.43,2,MANTENER
5,1.0,0.9,5,SUBIR
4,1.0,1.84,-2,MANTENER
2,0.33,1.7,3,BAJAR
1,0.5,2.21,2,BAJAR
2,1.0,1.53,3,SUBIR
3,1.0,0.98,1,MANTENER
1,1.0,1.31,-2,MANTENER
2,1.0,1.2,3,SUBIR
1,0.5,2.35,-1,BAJAR
5,0.67,2.37,4,MANTENER
3,0.75,1.97,0,MANTENER
3,1.0,1.5,4,SUBIR
1,1.0,1.39,-2,MANTENER
3,1.0,2.49,5,MANTENER
3,1.0,1.12,-3,MANTENER
4,1.0,1.22,-1,MANTENER
3,0.5,2.21,0,BAJAR
4,1.0,1.12,3,MANTENER
4,0.6,3.2,0,MANTENER
5,0.67,1.77,2,MANTENER
1,1.0,0.9,1,MANTENER
3,1.0,1.28,-2,MANTENER
2,0.67,2.41,4,MANTENER
4,0.6,1.53,-1,BAJAR
4,1.0,2.4,4,MANTENER
1,1.0,1.18,-2,MANTENER
2,1.0,1.43,-2,MANTENER
2,1.0,0.84,-2,MANTENER
2,1.0,1.27,5,SUBIR
2,1.0,1.07,3,SUBIR
4,1.0,0.89,2,MANTENER
2,1.0,1.13,5,SUBIR
3,1.0,1.44,2,MANTENER
1,0.5,2.0,1,BAJAR
3,1.0,0.95,2,MANTENER
1,1.0,2.4,-3,MANTENER
5,0.33,2.97,-1,BAJAR
3,1.0,2.16,-2,MANTENER
3,0.75,2.5,-2,BAJAR
1,1.0,1.5,-2,MANTENER
2,0.67,2.03,1,MANTENER
4,1.0,1.28,3,MANTENER
3,1.0,0.84,5,SUBIR
5,1.0,0.87,-3,MANTENER
4,0.8,2.37,-1,BAJAR
2,1.0,1.32,1,MANTENER
4,1.0,1.08,-1,MANTENER
2,0.67,1.57,5,MANTENER
4,0.8,2.12,4,MANTENER
4,1.0,1.2,2,MANTENER
1,1.0,1.91,-2,MANTENER
5,1.0,1.31,4,MANTENER
1,1.0,0.93,3,SUBIR
1,1.0,1.93,-1,MANTENER
1,1.0,0.83,4,SUBIR
1,0.5,2.13,-3,BAJAR
5,1.0,1.42,0,MANTENER
3,1.0,1.39,2,MANTENER
2,1.0,1.5,5,SUBIR
4,0.6,2.67,-2,BAJAR
5,0.83,2.79,-1,BAJAR
5,0.0,2.97,-3,BAJAR
1,0.5,2.55,5,BAJAR
5,1.0,1.35,-3,MANTENER
4,0.0,2.25,0,BAJAR
5,1.0,0.89,5,SUBIR
5,1.0,1.38,0,MANTENER
1,0.5,2.62,4,BAJAR
3,0.75,2.25,0,MANTENER
2,1.0,1.12,-1,MANTENER
2,0.67,2.01,2,MANTENER
4,1.0,1.26,-1,MANTENER
5,1.0,1.26,5,MANTENER
4,1.0,0.97,2,MANTENER
3,0.5,2.0,1,BAJAR
3,0.75,1.86,4,MANTENER
2,1.0,0.83,-1,MANTENER
1,1.0,1.44,2,SUBIR
3,1.0,1.46,3,MANTENER
4,1.0,0.81,3,MANTENER
3,0.75,1.88,2,MANTENER
1,0.0,2.3,0,BAJAR
3,0.75,1.76,1,MANTENER
3,0.75,1.97,5,MANTENER
2,1.0,1.4,5,SUBIR
4,0.6,2.27,2,MANTENER
3,1.0,1.27,5,SUBIR
2,1.0,1.18,-3,MANTENER
2,1.0,1.15,-1,MANTENER
1,1.0,0.97,4,SUBIR
2,1.0,0.99,5,SUBIR
4,1.0,1.35,-3,MANTENER
5,1.0,1.0,3,MANTENER
1,1.0,1.87,1,MANTENER
2,1.0,1.01,0,MANTENER
4,1.0,1.12,4,SUBIR
2,1.0,0.81,-2,MANTENER
5,0.83,3.59,1,MANTENER
3,0.75,2.41,5,MANTENER
2,1.0,1.55,-2,MANTENER
4,1.0,1.4,-1,MANTENER
2,1.0,0.85,-1,MANTENER
4,1.0,1.1,1,MANTENER
3,1.0,1.13,5,SUBIR
4,1.0,1.3,3,MANTENER
2,0.0,1.63,5,BAJAR
1,0.5,1.98,-3,BAJAR
5,1.0,1.22,1,MANTENER
2,1.0,0.99,4,SUBIR
2,1.0,0.94,4,SUBIR
3,0.5,1.45,3,BAJAR
1,1.0,0.92,0,MANTENER
2,0.67,2.48,3,MANTENER
3,0.75,2.59,1,MANTENER
1,1.0,0.94,4,SUBIR
2,0.0,2.57,4,BAJAR
3,0.5,1.98,-1,BAJAR
3,0.75,2.6,-3,BAJAR
2,0.0,2.45,2,BAJAR
4,0.6,3.24,2,MANTENER
5,1.0,2.01,-2,MANTENER
1,0.0,2.27,1,BAJAR
5,1.0,1.37,0,MANTENER
2,1.0,1.41,5,SUBIR
5,1.0,0.82,0,MANTENER
2,0.67,2.18,1,MANTENER
4,1.0,0.9,-2,MANTENER
4,1.0,1.18,0,MANTENER
1,0.5,1.34,2,BAJAR
5,1.0,1.6,-3,MANTENER
1,1.0,1.34,-2,MANTENER
4,0.8,2.57,3,MANTENER
4,0.8,2.17,-2,BAJAR
2,0.33,2.59,-1,BAJAR
2,0.67,1.89,-1,BAJAR
5,1.0,2.05,-1,MANTENER
1,0.5,2.32,3,BAJAR
2,0.67,2.88,0,MANTENER
3,1.0,1.5,0,MANTENER
5,1.0,0.96,3,MANTENER
2,0.67,2.02,-2,BAJAR
1,1.0,1.33,1,MANTENER
5,1.0,1.18,-3,MANTENER
1,1.0,1.36,4,SUBIR
2,1.0,1.42,-2,MANTENER
1,0.0,3.9,3,BAJAR
1,0.5,1.87,3,BAJAR
2,1.0,1.39,1,MANTENER
1,1.0,2.16,4,MANTENER
1,1.0,0.97,2,SUBIR
3,1.0,0.83,-2,MANTENER
3,0.5,3.13,0,BAJAR
3,0.75,3.03,0,MANTENER
1,1.0,1.52,0,MANTENER
3,1.0,1.42,4,SUBIR
3,1.0,0.89,3,MANTENER
1,1.0,2.57,1,MANTENER
2,1.0,0.87,-2,MANTENER
1,1.0,1.55,4,SUBIR
5,1.0,1.12,4,SUBIR
5,0.67,1.9,-1,BAJAR
2,1.0,1.26,1,MANTENER
5,1.0,1.15,1,MANTENER
5,1.0,0.91,2,MANTENER
2,1.0,2.25,1,MANTENER
5,1.0,1.23,0,MANTENER
1,0.5,1.89,-1,BAJAR
4,0.6,3.39,-2,BAJAR
3,1.0,0.9,4,SUBIR
3,1.0,0.8,-1,MANTENER
1,1.0,0.91,0,MANTENER
1,1.0,1.28,0,MANTENER
4,1.0,0.83,-3,MANTENER
5,1.0,1.9,2,MANTENER
2,0.33,1.8,3,BAJAR
1,0.5,2.43,-1,BAJAR
5,1.0,1.58,-2,MANTENER
4,1.0,0.81,1,MANTENER
1,0.5,1.66,4,BAJAR
5,0.83,3.43,-3,BAJAR
5,1.0,1.11,-1,MANTENER
3,1.0,1.57,2,MANTENER
2,0.0,2.35,5,BAJAR
4,0.8,2.02,4,MANTENER
3,1.0,0.93,-1,MANTENER
3,0.5,1.72,1,BAJAR
3,1.0,1.33,2,MANTENER
5,1.0,0.98,-3,MANTENER
5,1.0,1.38,3,MANTENER
1,1.0,1.56,0,MANTENER
1,1.0,1.01,3,SUBIR
4,1.0,1.08,-1,MANTENER
4,1.0,2.29,1,MANTENER
2,1.0,1.13,0,MANTENER
5,0.83,2.07,3,MANTENER
3,1.0,1.85,-3,MANTENER
2,1.0,1.48,0,MANTENER
3,1.0,0.82,0,MANTENER
5,0.83,2.55,4,MANTENER
4,1.0,1.15,5,SUBIR
4,0.8,2.13,3,MANTENER
4,0.6,2.33,3,MANTENER
4,1.0,1.26,5,SUBIR
5,1.0,1.23,0,MANTENER
3,1.0,0.91,1,MANTENER
1,1.0,1.55,-2,MANTENER
1,1.0,0.97,4,SUBIR
4,0.6,2.29,3,MANTENER
5,0.83,1.71,-1,BAJAR
2,0.33,2.25,-2,BAJAR
5,0.67,1.91,0,MANTENER
5,1.0,0.8,-2,MANTENER
1,0.5,2.43,3,BAJAR
1,0.5,1.65,0,BAJAR
5,1.0,1.95,4,MANTENER
3,0.75,2.16,4,MANTENER
4,1.0,1.1,2,MANTENER
3,1.0,1.44,-3,MANTENER
3,1.0,0.99,-2,MANTENER
4,1.0,1.39,1,MANTENER
3,1.0,2.3,-1,MANTENER
3,1.0,0.96,1,MANTENER
1,1.0,0.9,3,SUBIR
1,1.0,1.42,2,SUBIR
2,0.67,1.98,1,MANTENER
3,0.75,1.62,2,MANTENER
1,1.0,1.08,4,SUBIR
1,1.0,1.59,1,MANTENER
4,1.0,1.28,5,SUBIR
4,0.4,1.68,5,BAJAR
4,1.0,1.25,1,MANTENER
2,1.0,1.32,-1,MANTENER
5,1.0,1.24,-2,MANTENER
1,1.0,0.86,5,SUBIR
3,1.0,2.52,4,MANTENER
1,1.0,0.92,5,SUBIR
4,1.0,1.54,5,MANTENER
2,1.0,1.08,-2,MANTENER
4,0.6,3.81,5,MANTENER
4,1.0,1.22,5,SUBIR
3,1.0,1.47,3,MANTENER
2,0.67,2.21,1,MANTENER
3,1.0,1.3,-3,MANTENER
2,0.67,2.92,3,MANTENER
3,1.0,1.06,1,MANTENER
3,1.0,0.8,-2,MANTENER
4,0.8,2.1,-1,BAJAR
5,0.17,2.54,-3,BAJAR
5,0.67,2.11,0,MANTENER
4,1.0,1.04,-1,MANTENER
2,1.0,1.56,1,MANTENER
1,1.0,1.34,-1,MANTENER
4,0.6,1.83,-2,BAJAR
3,1.0,0.87,1,MANTENER
1,1.0,1.36,2,SUBIR
5,1.0,0.92,-1,MANTENER
3,1.0,0.9,3,MANTENER
3,1.0,1.13,0,MANTENER
5,0.67,1.43,-3,BAJAR
2,0.67,3.31,2,MANTENER
1,0.0,1.85,-2,BAJAR
3,0.5,2.55,1,BAJAR
1,1.0,1.5,5,SUBIR
2,0.67,2.69,-1,BAJAR
1,1.0,0.82,2,SUBIR
1,0.0,2.33,-1,BAJAR
2,1.0,1.92,-3,MANTENER
3,1.0,1.83,1,MANTENER
1,1.0,1.05,4,SUBIR
3,0.5,1.83,-3,BAJAR
4,1.0,0.85,1,MANTENER
3,1.0,0.88,1,MANTENER
5,1.0,0.98,1,MANTENER
4,0.8,2.42,-3,BAJAR
1,1.0,1.09,4,SUBIR
4,1.0,1.6,4,MANTENER
5,1.0,0.85,1,MANTENER
2,1.0,2.53,1,MANTENER
3,1.0,1.49,5,SUBIR
3,0.75,2.11,0,MANTENER
4,0.8,2.19,4,MANTENER
3,1.0,1.44,1,MANTENER
4,0.8,2.32,0,MANTENER
4,1.0,0.95,0,MANTENER
2,0.67,2.22,-3,BAJAR
4,0.6,3.09,-1,BAJAR
4,1.0,1.18,-3,MANTENER
5,0.83,2.05,-3,BAJAR
4,0.8,3.36,2,MANTENER
1,0.5,2.45,-2,BAJAR
4,0.8,2.89,-2,BAJAR
3,1.0,0.99,2,MANTENER
4,0.8,1.78,2,MANTENER
5,1.0,1.21,-3,MANTENER
1,1.0,1.14,4,SUBIR
3,1.0,0.9,-2,MANTENER
2,0.67,3.05,2,MANTENER
5,1.0,1.28,0,MANTENER
3,1.0,1.23,1,MANTENER
5,0.67,1.56,-1,BAJAR
1,1.0,0.92,1,MANTENER
2,1.0,1.24,2,MANTENER
3,0.0,2.36,0,BAJAR
4,1.0,0.92,5,SUBIR
4,1.0,1.06,0,MANTENER
4,1.0,1.05,3,MANTENER
3,0.75,2.35,-2,BAJAR
1,0.0,2.07,0,BAJAR
3,1.0,2.3,0,MANTENER
3,0.25,1.63,0,BAJAR
5,1.0,1.56,2,MANTENER
1,1.0,0.93,-2,MANTENER
3,0.5,2.22,-2,BAJAR
3,1.0,1.45,-3,MANTENER
1,1.0,1.33,-3,MANTENER
2,1.0,1.26,3,SUBIR
4,1.0,1.4,4,SUBIR
1,1.0,0.86,-2,MANTENER
3,1.0,0.88,1,MANTENER
4,0.8,2.15,3,MANTENER
3,1.0,2.38,3,MANTENER
4,1.0,0.98,4,SUBIR
4,0.8,1.71,-1,BAJAR
2,1.0,1.55,3,SUBIR
4,0.4,2.36,-1,BAJAR
4,0.8,2.1,2,MANTENER
1,1.0,1.96,-2,MANTENER
4,0.8,1.93,4,MANTENER
5,1.0,0.92,3,MANTENER
3,0.75,3.22,3,MANTENER
5,1.0,1.44,-2,MANTENER
5,0.83,1.92,3,MANTENER
2,0.0,2.21,0,BAJAR
1,0.0,1.82,4,BAJAR
5,1.0,1.23,1,MANTENER
2,0.0,1.57,3,BAJAR
2,1.0,0.94,5,SUBIR
4,1.0,1.44,2,MANTENER
5,1.0,1.11,3,MANTENER
4,0.8,2.14,-2,BAJAR
4,1.0,1.87,3,MANTENER
4,1.0,2.19,5,MANTENER
2,0.67,1.66,4,MANTENER
5,1.0,1.6,0,MANTENER
4,0.8,2.58,-1,BAJAR
5,0.83,2.03,5,MANTENER
5,1.0,1.48,0,MANTENER
5,0.83,2.11,3,MANTENER
3,0.25,2.39,3,BAJAR
4,1.0,1.05,0,MANTENER
5,1.0,1.13,-2,MANTENER
3,1.0,0.9,-2,MANTENER
3,0.75,1.78,1,MANTENER
2,1.0,1.25,2,MANTENER
3,1.0,1.22,5,SUBIR
4,0.0,1.65,1,BAJAR
3,1.0,1.44,3,MANTENER
5,1.0,1.18,5,SUBIR
3,0.75,1.95,1,MANTENER
