Nivel,Largo_Patron,Aciertos,Errores,Accuracy,Tiempo_por_Acierto,Racha,Accion
4,5,5,0,1.0,1.15,-1,MANTENER
1,2,1,1,0.5,5.78,-2,BAJAR
4,5,5,0,1.0,1.36,-1,MANTENER
5,5,3,2,0.6,4.19,-2,MANTENER
3,4,2,2,0.5,6.07,-3,BAJAR
3,4,4,0,1.0,1.12,-2,MANTENER
4,5,5,0,1.0,1.44,-1,MANTENER
4,5,4,1,0.8,3.9,-2,MANTENER
4,5,4,1,0.8,2.47,-3,MANTENER
2,3,3,0,1.0,1.93,-2,MANTENER
4,5,5,0,1.0,1.64,-1,MANTENER
1,2,1,1,0.5,5.9,-2,BAJAR
2,3,3,0,1.0,1.96,-1,MANTENER
3,4,3,1,0.75,3.25,-2,MANTENER
3,4,4,0,1.0,1.66,-1,MANTENER
1,2,2,0,1.0,1.57,0,MANTENER
4,5,4,1,0.8,2.49,-1,MANTENER
5,5,3,2,0.6,5.76,-2,MANTENER
3,4,4,0,1.0,1.82,-1,MANTENER
1,2,2,0,1.0,1.35,0,MANTENER
2,3,2,1,0.67,5.04,-1,MANTENER
2,3,2,1,0.67,5.07,-2,MANTENER
2,3,3,0,1.0,1.88,-1,MANTENER
5,5,4,1,0.8,4.1,-2,MANTENER
3,4,4,0,1.0,1.93,-1,MANTENER
3,4,3,1,0.75,4.48,-2,MANTENER
3,4,3,1,0.75,3.37,-3,MANTENER
5,5,5,0,1.0,1.18,-2,MANTENER
4,5,4,1,0.8,3.17,-3,MANTENER
4,5,5,0,1.0,1.28,-2,MANTENER
2,3,3,0,1.0,1.63,-1,MANTENER
4,5,5,0,1.0,2.0,0,MANTENER
5,5,4,1,0.8,3.71,-1,MANTENER
5,5,4,1,0.8,3.33,-2,MANTENER
3,4,3,1,0.75,2.87,-3,MANTENER
4,5,5,0,1.0,1.39,-2,MANTENER
4,5,5,0,1.0,1.82,-1,MANTENER
3,4,2,2,0.5,4.05,-2,BAJAR
5,5,5,0,1.0,1.33,-1,MANTENER
5,5,5,0,1.0,1.41,0,MANTENER
4,5,5,0,1.0,1.31,1,MANTENER
2,3,3,0,1.0,1.25,2,SUBIR
2,3,3,0,1.0,1.83,3,SUBIR
1,2,2,0,1.0,1.32,4,SUBIR
3,4,3,1,0.75,3.34,3,MANTENER
4,5,5,0,1.0,1.65,4,SUBIR
5,5,4,1,0.8,2.56,3,MANTENER
2,3,3,0,1.0,1.28,4,SUBIR
4,5,4,1,0.8,2.41,3,MANTENER
4,5,5,0,1.0,1.77,4,SUBIR
4,5,5,0,1.0,1.8,5,SUBIR
1,2,2,0,1.0,1.88,5,SUBIR
3,4,2,2,0.5,6.46,4,MANTENER
5,5,4,1,0.8,2.5,3,MANTENER
3,4,3,1,0.75,2.81,2,MANTENER
3,4,2,2,0.5,5.44,1,MANTENER
2,3,2,1,0.67,3.68,0,MANTENER
1,2,1,1,0.5,4.62,-1,MANTENER
5,5,4,1,0.8,3.47,-2,MANTENER
3,4,4,0,1.0,1.3,-1,MANTENER
5,5,5,0,1.0,1.69,0,MANTENER
3,4,3,1,0.75,3.07,-1,MANTENER
5,5,4,1,0.8,4.31,-2,MANTENER
4,5,4,1,0.8,2.83,-3,MANTENER
5,5,5,0,1.0,1.98,-2,MANTENER
3,4,4,0,1.0,1.51,-1,MANTENER
5,5,5,0,1.0,1.76,0,MANTENER
5,5,5,0,1.0,1.25,1,MANTENER
1,2,1,1,0.5,3.97,0,MANTENER
1,2,2,0,1.0,1.89,1,MANTENER
4,5,4,1,0.8,4.01,0,MANTENER
2,3,3,0,1.0,1.15,1,MANTENER
1,2,1,1,0.5,6.61,0,MANTENER
5,5,5,0,1.0,1.26,1,MANTENER
2,3,2,1,0.67,4.23,0,MANTENER
5,5,4,1,0.8,4.18,-1,MANTENER
4,5,3,2,0.6,4.42,-2,MANTENER
5,5,5,0,1.0,1.66,-1,MANTENER
4,5,3,2,0.6,3.22,-2,MANTENER
1,2,2,0,1.0,1.54,-1,MANTENER
5,5,5,0,1.0,1.19,0,MANTENER
3,4,4,0,1.0,1.7,1,MANTENER
2,3,2,1,0.67,3.59,0,MANTENER
1,2,2,0,1.0,1.58,1,MANTENER
3,4,3,1,0.75,2.91,0,MANTENER
1,2,2,0,1.0,1.21,1,MANTENER
2,3,2,1,0.67,4.36,0,MANTENER
1,2,2,0,1.0,1.79,1,MANTENER
2,3,3,0,1.0,1.37,2,SUBIR
4,5,3,2,0.6,4.04,1,MANTENER
4,5,5,0,1.0,1.99,2,SUBIR
2,3,2,1,0.67,3.34,1,MANTENER
3,4,2,2,0.5,3.79,0,MANTENER
4,5,5,0,1.0,1.79,1,MANTENER
5,5,5,0,1.0,1.71,2,SUBIR
4,5,5,0,1.0,1.97,3,SUBIR
2,3,3,0,1.0,1.97,4,SUBIR
5,5,5,0,1.0,1.34,5,SUBIR
5,5,4,1,0.8,3.34,4,MANTENER
4,5,5,0,1.0,1.18,5,SUBIR
3,4,3,1,0.75,3.3,4,MANTENER
2,3,3,0,1.0,1.62,5,SUBIR
2,3,3,0,1.0,1.91,5,SUBIR
2,3,3,0,1.0,1.15,5,SUBIR
5,5,5,0,1.0,1.16,5,SUBIR
1,2,2,0,1.0,1.56,5,SUBIR
3,4,3,1,0.75,2.81,4,MANTENER
3,4,3,1,0.75,3.73,3,MANTENER
5,5,4,1,0.8,3.84,2,MANTENER
2,3,2,1,0.67,3.13,1,MANTENER
5,5,5,0,1.0,1.68,2,SUBIR
1,2,2,0,1.0,1.28,3,SUBIR
3,4,3,1,0.75,3.64,2,MANTENER
5,5,3,2,0.6,3.5,1,MANTENER
4,5,5,0,1.0,1.7,2,SUBIR
1,2,1,1,0.5,6.94,1,MANTENER
5,5,5,0,1.0,1.65,2,SUBIR
5,5,5,0,1.0,1.26,3,SUBIR
1,2,1,1,0.5,6.7,2,MANTENER
4,5,4,1,0.8,2.81,1,MANTENER
2,3,2,1,0.67,3.12,0,MANTENER
4,5,4,1,0.8,2.82,-1,MANTENER
4,5,4,1,0.8,4.08,-2,MANTENER
2,3,2,1,0.67,4.05,-3,MANTENER
4,5,3,2,0.6,5.54,-4,MANTENER
2,3,2,1,0.67,2.88,-5,MANTENER
1,2,1,1,0.5,6.24,-5,BAJAR
1,2,2,0,1.0,1.9,-4,MANTENER
3,4,3,1,0.75,3.01,-5,MANTENER
5,5,4,1,0.8,3.67,-5,MANTENER
4,5,5,0,1.0,1.2,-4,MANTENER
4,5,4,1,0.8,3.99,-5,MANTENER
3,4,2,2,0.5,5.08,-5,BAJAR
1,2,1,1,0.5,4.84,-5,BAJAR
3,4,4,0,1.0,1.71,-4,MANTENER
3,4,4,0,1.0,1.74,-3,MANTENER
1,2,1,1,0.5,5.35,-4,BAJAR
5,5,4,1,0.8,2.29,-5,MANTENER
1,2,1,1,0.5,4.72,-5,BAJAR
3,4,3,1,0.75,2.87,-5,MANTENER
4,5,5,0,1.0,1.36,-4,MANTENER
4,5,4,1,0.8,3.25,-5,MANTENER
1,2,1,1,0.5,6.39,-5,BAJAR
1,2,1,1,0.5,6.04,-5,BAJAR
4,5,5,0,1.0,1.9,-4,MANTENER
4,5,4,1,0.8,3.92,-5,MANTENER
4,5,3,2,0.6,4.0,-5,MANTENER
2,3,3,0,1.0,1.85,-4,MANTENER
5,5,4,1,0.8,3.28,-5,MANTENER
5,5,3,2,0.6,5.11,-5,MANTENER
1,2,2,0,1.0,1.54,-4,MANTENER
2,3,3,0,1.0,1.97,-3,MANTENER
3,4,2,2,0.5,6.43,-4,BAJAR
1,2,2,0,1.0,1.77,-3,MANTENER
4,5,4,1,0.8,3.68,-4,MANTENER
3,4,3,1,0.75,2.97,-5,MANTENER
2,3,2,1,0.67,3.83,-5,MANTENER
3,4,2,2,0.5,6.22,-5,BAJAR
2,3,3,0,1.0,1.26,-4,MANTENER
1,2,2,0,1.0,1.16,-3,MANTENER
4,5,4,1,0.8,4.34,-4,MANTENER
3,4,4,0,1.0,1.23,-3,MANTENER
2,3,3,0,1.0,1.29,-2,MANTENER
1,2,2,0,1.0,1.18,-1,MANTENER
1,2,2,0,1.0,1.84,0,MANTENER
2,3,2,1,0.67,3.1,-1,MANTENER
2,3,3,0,1.0,1.61,0,MANTENER
3,4,3,1,0.75,4.38,-1,MANTENER
2,3,3,0,1.0,1.82,0,MANTENER
3,4,3,1,0.75,4.19,-1,MANTENER
5,5,5,0,1.0,1.16,0,MANTENER
2,3,2,1,0.67,3.73,-1,MANTENER
4,5,5,0,1.0,1.17,0,MANTENER
4,5,4,1,0.8,4.24,-1,MANTENER
4,5,5,0,1.0,1.21,0,MANTENER
5,5,5,0,1.0,1.29,1,MANTENER
5,5,4,1,0.8,3.92,0,MANTENER
1,2,1,1,0.5,6.19,-1,MANTENER
5,5,4,1,0.8,2.83,-2,MANTENER
2,3,3,0,1.0,1.63,-1,MANTENER
3,4,4,0,1.0,1.12,0,MANTENER
1,2,1,1,0.5,3.98,-1,MANTENER
3,4,2,2,0.5,5.45,-2,BAJAR
2,3,3,0,1.0,1.97,-1,MANTENER
3,4,2,2,0.5,6.9,-2,BAJAR
2,3,2,1,0.67,3.43,-3,MANTENER
3,4,4,0,1.0,1.65,-2,MANTENER
4,5,4,1,0.8,4.05,-3,MANTENER
5,5,3,2,0.6,3.62,-4,MANTENER
5,5,5,0,1.0,1.66,-3,MANTENER
2,3,3,0,1.0,1.67,-2,MANTENER
4,5,4,1,0.8,3.63,-3,MANTENER
5,5,5,0,1.0,1.29,-2,MANTENER
2,3,2,1,0.67,3.12,-3,MANTENER
2,3,2,1,0.67,3.16,-4,MANTENER
2,3,2,1,0.67,4.14,-5,MANTENER
5,5,5,0,1.0,1.57,-4,MANTENER
3,4,4,0,1.0,1.66,-3,MANTENER
5,5,3,2,0.6,5.27,-4,MANTENER
1,2,1,1,0.5,4.37,-5,BAJAR
1,2,2,0,1.0,1.72,-4,MANTENER
1,2,1,1,0.5,5.47,-5,BAJAR
2,3,2,1,0.67,4.25,-5,MANTENER
4,5,4,1,0.8,4.06,-5,MANTENER
4,5,5,0,1.0,1.73,-4,MANTENER
4,5,4,1,0.8,4.29,-5,MANTENER
4,5,3,2,0.6,4.65,-5,MANTENER
4,5,4,1,0.8,2.51,-5,MANTENER
4,5,3,2,0.6,4.99,-5,MANTENER
1,2,1,1,0.5,6.34,-5,BAJAR
2,3,2,1,0.67,3.13,-5,MANTENER
1,2,2,0,1.0,1.24,-4,MANTENER
1,2,2,0,1.0,1.23,-3,MANTENER
4,5,4,1,0.8,3.88,-4,MANTENER
5,5,3,2,0.6,3.27,-5,MANTENER
4,5,4,1,0.8,4.11,-5,MANTENER
4,5,3,2,0.6,5.1,-5,MANTENER
4,5,5,0,1.0,1.16,-4,MANTENER
4,5,4,1,0.8,3.16,-5,MANTENER
5,5,4,1,0.8,2.47,-5,MANTENER
1,2,1,1,0.5,3.89,-5,BAJAR
1,2,2,0,1.0,1.85,-4,MANTENER
2,3,2,1,0.67,3.8,-5,MANTENER
4,5,5,0,1.0,1.41,-4,MANTENER
2,3,2,1,0.67,5.11,-5,MANTENER
1,2,1,1,0.5,4.72,-5,BAJAR
5,5,5,0,1.0,1.8,-4,MANTENER
5,5,5,0,1.0,1.25,-3,MANTENER
4,5,4,1,0.8,3.62,-4,MANTENER
5,5,5,0,1.0,1.77,-3,MANTENER
5,5,3,2,0.6,4.67,-4,MANTENER
3,4,2,2,0.5,4.18,-5,BAJAR
3,4,3,1,0.75,3.45,-5,MANTENER
1,2,2,0,1.0,1.24,-4,MANTENER
1,2,1,1,0.5,4.37,-5,BAJAR
4,5,4,1,0.8,3.5,-5,MANTENER
4,5,5,0,1.0,1.7,-4,MANTENER
3,4,2,2,0.5,5.91,-5,BAJAR
5,5,4,1,0.8,2.99,-5,MANTENER
2,3,3,0,1.0,1.31,-4,MANTENER
1,2,2,0,1.0,1.86,-3,MANTENER
2,3,2,1,0.67,3.78,-4,MANTENER
4,5,3,2,0.6,5.37,-5,MANTENER
5,5,5,0,1.0,1.27,-4,MANTENER
2,3,2,1,0.67,2.9,-5,MANTENER
5,5,4,1,0.8,3.62,-5,MANTENER
3,4,3,1,0.75,3.54,-5,MANTENER
5,5,4,1,0.8,3.16,-5,MANTENER
1,2,2,0,1.0,1.27,-4,MANTENER
2,3,2,1,0.67,3.83,-5,MANTENER
5,5,3,2,0.6,5.15,-5,MANTENER
2,3,2,1,0.67,4.63,-5,MANTENER
1,2,2,0,1.0,1.26,-4,MANTENER
2,3,2,1,0.67,4.29,-5,MANTENER
3,4,4,0,1.0,1.86,-4,MANTENER
5,5,4,1,0.8,3.08,-5,MANTENER
1,2,1,1,0.5,4.89,-5,BAJAR
3,4,4,0,1.0,1.41,-4,MANTENER
2,3,2,1,0.67,4.75,-5,MANTENER
3,4,3,1,0.75,4.37,-5,MANTENER
3,4,4,0,1.0,1.77,-4,MANTENER
5,5,4,1,0.8,4.02,-5,MANTENER
4,5,4,1,0.8,2.93,-5,MANTENER
3,4,3,1,0.75,3.43,-5,MANTENER
1,2,2,0,1.0,1.98,-4,MANTENER
3,4,2,2,0.5,3.93,-5,BAJAR
1,2,2,0,1.0,1.46,-4,MANTENER
1,2,2,0,1.0,1.49,-3,MANTENER
4,5,4,1,0.8,3.01,-4,MANTENER
4,5,4,1,0.8,3.77,-5,MANTENER
3,4,3,1,0.75,3.31,-5,MANTENER
1,2,1,1,0.5,6.9,-5,BAJAR
4,5,5,0,1.0,1.67,-4,MANTENER
3,4,3,1,0.75,2.56,-5,MANTENER
2,3,3,0,1.0,1.44,-4,MANTENER
5,5,5,0,1.0,1.97,-3,MANTENER
4,5,3,2,0.6,3.67,-4,MANTENER
2,3,2,1,0.67,3.44,-5,MANTENER
5,5,5,0,1.0,1.96,-4,MANTENER
1,2,1,1,0.5,5.35,-5,BAJAR
1,2,1,1,0.5,4.15,-5,BAJAR
5,5,4,1,0.8,2.65,-5,MANTENER
2,3,2,1,0.67,4.97,-5,MANTENER
1,2,2,0,1.0,1.38,-4,MANTENER
5,5,4,1,0.8,2.35,-5,MANTENER
3,4,4,0,1.0,1.74,-4,MANTENER
1,2,2,0,1.0,1.95,-3,MANTENER
1,2,1,1,0.5,5.87,-4,BAJAR
1,2,2,0,1.0,1.47,-3,MANTENER
3,4,2,2,0.5,4.92,-4,BAJAR
4,5,5,0,1.0,1.71,-3,MANTENER
2,3,3,0,1.0,1.93,-2,MANTENER
3,4,3,1,0.75,4.38,-3,MANTENER
2,3,2,1,0.67,3.0,-4,MANTENER
3,4,4,0,1.0,1.38,-3,MANTENER
4,5,3,2,0.6,3.26,-4,MANTENER
3,4,3,1,0.75,4.65,-5,MANTENER
4,5,4,1,0.8,4.15,-5,MANTENER
2,3,3,0,1.0,1.18,-4,MANTENER
2,3,3,0,1.0,1.56,-3,MANTENER
4,5,5,0,1.0,1.39,-2,MANTENER
1,2,1,1,0.5,5.8,-3,BAJAR
5,5,4,1,0.8,4.34,-4,MANTENER
2,3,2,1,0.67,3.51,-5,MANTENER
5,5,5,0,1.0,1.93,-4,MANTENER
5,5,5,0,1.0,1.4,-3,MANTENER
4,5,4,1,0.8,2.94,-4,MANTENER
4,5,5,0,1.0,1.94,-3,MANTENER
5,5,3,2,0.6,3.13,-4,MANTENER
5,5,5,0,1.0,1.95,-3,MANTENER
2,3,2,1,0.67,4.17,-4,MANTENER
3,4,4,0,1.0,1.95,-3,MANTENER
3,4,4,0,1.0,1.87,-2,MANTENER
5,5,5,0,1.0,1.27,-1,MANTENER
1,2,2,0,1.0,1.67,0,MANTENER
5,5,5,0,1.0,1.28,1,MANTENER
2,3,3,0,1.0,1.28,2,SUBIR
1,2,1,1,0.5,6.14,1,MANTENER
2,3,2,1,0.67,4.5,0,MANTENER
3,4,4,0,1.0,1.21,1,MANTENER
5,5,5,0,1.0,1.84,2,SUBIR
2,3,3,0,1.0,1.71,3,SUBIR
5,5,5,0,1.0,1.38,4,SUBIR
5,5,4,1,0.8,4.11,3,MANTENER
5,5,5,0,1.0,1.29,4,SUBIR
1,2,2,0,1.0,1.44,5,SUBIR
5,5,4,1,0.8,4.12,4,MANTENER
4,5,5,0,1.0,1.19,5,SUBIR
1,2,1,1,0.5,3.68,4,MANTENER
1,2,2,0,1.0,1.96,5,SUBIR
3,4,4,0,1.0,1.51,5,SUBIR
4,5,4,1,0.8,2.63,4,MANTENER
3,4,3,1,0.75,4.46,3,MANTENER
1,2,2,0,1.0,1.55,4,SUBIR
5,5,5,0,1.0,1.72,5,SUBIR
2,3,2,1,0.67,3.92,4,MANTENER
5,5,4,1,0.8,2.97,3,MANTENER
2,3,2,1,0.67,3.58,2,MANTENER
1,2,1,1,0.5,4.38,1,MANTENER
1,2,2,0,1.0,1.69,2,SUBIR
4,5,4,1,0.8,2.97,1,MANTENER
3,4,4,0,1.0,1.33,2,SUBIR
5,5,5,0,1.0,1.98,3,SUBIR
3,4,4,0,1.0,1.92,4,SUBIR
1,2,1,1,0.5,6.39,3,MANTENER
1,2,1,1,0.5,4.17,2,MANTENER
2,3,3,0,1.0,1.44,3,SUBIR
4,5,5,0,1.0,1.73,4,SUBIR
3,4,4,0,1.0,1.84,5,SUBIR
4,5,3,2,0.6,4.85,4,MANTENER
2,3,3,0,1.0,1.53,5,SUBIR
2,3,2,1,0.67,5.07,4,MANTENER
1,2,1,1,0.5,4.25,3,MANTENER
4,5,5,0,1.0,1.79,4,SUBIR
4,5,4,1,0.8,2.89,3,MANTENER
4,5,5,0,1.0,1.94,4,SUBIR
3,4,4,0,1.0,1.88,5,SUBIR
4,5,4,1,0.8,2.34,4,MANTENER
2,3,3,0,1.0,1.35,5,SUBIR
5,5,3,2,0.6,3.08,4,MANTENER
5,5,3,2,0.6,4.89,3,MANTENER
5,5,5,0,1.0,1.92,4,SUBIR
1,2,2,0,1.0,1.15,5,SUBIR
3,4,3,1,0.75,4.39,4,MANTENER
3,4,3,1,0.75,3.43,3,MANTENER
3,4,3,1,0.75,4.34,2,MANTENER
5,5,4,1,0.8,2.84,1,MANTENER
3,4,3,1,0.75,3.82,0,MANTENER
4,5,4,1,0.8,2.99,-1,MANTENER
2,3,2,1,0.67,4.87,-2,MANTENER
5,5,4,1,0.8,4.1,-3,MANTENER
3,4,3,1,0.75,2.52,-4,MANTENER
2,3,2,1,0.67,4.13,-5,MANTENER
1,2,2,0,1.0,1.32,-4,MANTENER
4,5,3,2,0.6,4.71,-5,MANTENER
3,4,4,0,1.0,1.71,-4,MANTENER
2,3,2,1,0.67,3.75,-5,MANTENER
3,4,4,0,1.0,1.19,-4,MANTENER
3,4,4,0,1.0,1.83,-3,MANTENER
4,5,5,0,1.0,1.23,-2,MANTENER
3,4,2,2,0.5,4.45,-3,BAJAR
3,4,4,0,1.0,1.88,-2,MANTENER
5,5,3,2,0.6,5.6,-3,MANTENER
3,4,4,0,1.0,1.45,-2,MANTENER
5,5,4,1,0.8,2.63,-3,MANTENER
4,5,4,1,0.8,2.82,-4,MANTENER
4,5,4,1,0.8,3.0,-5,MANTENER
3,4,4,0,1.0,1.13,-4,MANTENER
1,2,2,0,1.0,1.79,-3,MANTENER
4,5,3,2,0.6,3.1,-4,MANTENER
1,2,1,1,0.5,4.88,-5,BAJAR
1,2,1,1,0.5,4.27,-5,BAJAR
4,5,4,1,0.8,3.24,-5,MANTENER
2,3,2,1,0.67,3.02,-5,MANTENER
5,5,4,1,0.8,3.58,-5,MANTENER
1,2,2,0,1.0,1.94,-4,MANTENER
3,4,2,2,0.5,4.21,-5,BAJAR
1,2,2,0,1.0,1.95,-4,MANTENER
1,2,1,1,0.5,6.05,-5,BAJAR
5,5,5,0,1.0,1.7,-4,MANTENER
1,2,2,0,1.0,1.98,-3,MANTENER
5,5,4,1,0.8,4.24,-4,MANTENER
1,2,1,1,0.5,5.8,-5,BAJAR
2,3,3,0,1.0,1.58,-4,MANTENER
2,3,3,0,1.0,1.83,-3,MANTENER
4,5,5,0,1.0,1.18,-2,MANTENER
4,5,5,0,1.0,1.57,-1,MANTENER
5,5,5,0,1.0,1.57,0,MANTENER
3,4,4,0,1.0,1.27,1,MANTENER
2,3,3,0,1.0,1.64,2,SUBIR
4,5,4,1,0.8,3.85,1,MANTENER
2,3,2,1,0.67,3.17,0,MANTENER
2,3,3,0,1.0,1.31,1,MANTENER
5,5,3,2,0.6,3.48,0,MANTENER
3,4,3,1,0.75,4.08,-1,MANTENER
2,3,2,1,0.67,3.66,-2,MANTENER
3,4,3,1,0.75,3.63,-3,MANTENER
2,3,3,0,1.0,1.12,-2,MANTENER
2,3,2,1,0.67,3.67,-3,MANTENER
3,4,3,1,0.75,3.63,-4,MANTENER
3,4,4,0,1.0,1.7,-3,MANTENER
5,5,3,2,0.6,4.55,-4,MANTENER
2,3,3,0,1.0,1.84,-3,MANTENER
3,4,3,1,0.75,3.01,-4,MANTENER
2,3,3,0,1.0,1.75,-3,MANTENER
1,2,2,0,1.0,1.33,-2,MANTENER
4,5,4,1,0.8,4.03,-3,MANTENER
5,5,3,2,0.6,4.39,-4,MANTENER
2,3,3,0,1.0,1.74,-3,MANTENER
5,5,3,2,0.6,4.83,-4,MANTENER
1,2,2,0,1.0,1.15,-3,MANTENER
3,4,4,0,1.0,1.11,-2,MANTENER
1,2,1,1,0.5,4.19,-3,BAJAR
4,5,5,0,1.0,1.38,-2,MANTENER
2,3,2,1,0.67,4.68,-3,MANTENER
1,2,2,0,1.0,1.17,-2,MANTENER
3,4,4,0,1.0,1.59,-1,MANTENER
3,4,4,0,1.0,1.35,0,MANTENER
5,5,4,1,0.8,3.99,-1,MANTENER
5,5,5,0,1.0,2.0,0,MANTENER
3,4,3,1,0.75,4.39,-1,MANTENER
1,2,2,0,1.0,1.78,0,MANTENER
4,5,5,0,1.0,1.69,1,MANTENER
3,4,3,1,0.75,3.84,0,MANTENER
1,2,2,0,1.0,1.66,1,MANTENER
1,2,2,0,1.0,1.79,2,SUBIR
1,2,2,0,1.0,1.91,3,SUBIR
5,5,5,0,1.0,1.52,4,SUBIR
3,4,4,0,1.0,1.48,5,SUBIR
1,2,1,1,0.5,5.96,4,MANTENER
5,5,5,0,1.0,1.96,5,SUBIR
1,2,2,0,1.0,1.73,5,SUBIR
4,5,4,1,0.8,2.83,4,MANTENER
1,2,1,1,0.5,4.59,3,MANTENER
3,4,4,0,1.0,1.42,4,SUBIR
4,5,4,1,0.8,3.14,3,MANTENER
5,5,4,1,0.8,3.67,2,MANTENER
5,5,5,0,1.0,1.79,3,SUBIR
4,5,4,1,0.8,2.58,2,MANTENER
3,4,2,2,0.5,4.07,1,MANTENER
4,5,4,1,0.8,3.62,0,MANTENER
4,5,3,2,0.6,3.49,-1,MANTENER
3,4,2,2,0.5,5.08,-2,BAJAR
2,3,3,0,1.0,1.96,-1,MANTENER
1,2,2,0,1.0,1.32,0,MANTENER
4,5,4,1,0.8,3.52,-1,MANTENER
3,4,4,0,1.0,1.51,0,MANTENER
2,3,3,0,1.0,1.58,1,MANTENER
1,2,2,0,1.0,1.44,2,SUBIR
2,3,2,1,0.67,4.99,1,MANTENER
4,5,4,1,0.8,4.03,0,MANTENER
3,4,4,0,1.0,1.24,1,MANTENER
5,5,4,1,0.8,3.94,0,MANTENER
1,2,2,0,1.0,1.29,1,MANTENER
4,5,5,0,1.0,1.57,2,SUBIR
2,3,2,1,0.67,5.06,1,MANTENER
4,5,5,0,1.0,1.6,2,SUBIR
4,5,3,2,0.6,3.26,1,MANTENER
4,5,3,2,0.6,5.42,0,MANTENER
1,2,2,0,1.0,1.36,1,MANTENER
3,4,4,0,1.0,1.17,2,SUBIR
3,4,4,0,1.0,1.91,3,SUBIR
4,5,3,2,0.6,4.58,2,MANTENER
5,5,5,0,1.0,1.93,3,SUBIR
5,5,3,2,0.6,4.59,2,MANTENER
1,2,1,1,0.5,3.76,1,MANTENER
5,5,5,0,1.0,1.18,2,SUBIR
2,3,2,1,0.67,4.74,1,MANTENER
4,5,5,0,1.0,1.65,2,SUBIR
4,5,5,0,1.0,1.75,3,SUBIR
2,3,3,0,1.0,1.46,4,SUBIR
2,3,3,0,1.0,1.83,5,SUBIR
5,5,5,0,1.0,1.36,5,SUBIR
3,4,4,0,1.0,1.89,5,SUBIR
2,3,3,0,1.0,1.36,5,SUBIR
5,5,5,0,1.0,1.46,5,SUBIR
1,2,2,0,1.0,1.94,5,SUBIR
4,5,3,2,0.6,4.2,4,MANTENER
2,3,2,1,0.67,3.81,3,MANTENER
5,5,5,0,1.0,1.41,4,SUBIR
4,5,4,1,0.8,3.69,3,MANTENER
2,3,3,0,1.0,1.47,4,SUBIR
5,5,4,1,0.8,3.03,3,MANTENER
1,2,2,0,1.0,1.3,4,SUBIR
4,5,4,1,0.8,2.42,3,MANTENER
3,4,4,0,1.0,1.43,4,SUBIR
2,3,2,1,0.67,3.36,3,MANTENER
2,3,2,1,0.67,3.35,2,MANTENER
1,2,2,0,1.0,1.14,3,SUBIR
1,2,1,1,0.5,4.38,2,MANTENER
4,5,3,2,0.6,5.82,1,MANTENER
5,5,4,1,0.8,3.36,0,MANTENER
3,4,4,0,1.0,1.93,1,MANTENER
4,5,5,0,1.0,1.57,2,SUBIR
4,5,5,0,1.0,1.71,3,SUBIR
5,5,5,0,1.0,1.26,4,SUBIR
1,2,2,0,1.0,1.62,5,SUBIR
2,3,3,0,1.0,1.71,5,SUBIR
3,4,3,1,0.75,3.14,4,MANTENER
2,3,3,0,1.0,1.86,5,SUBIR
2,3,2,1,0.67,2.92,4,MANTENER
2,3,3,0,1.0,1.91,5,SUBIR
5,5,4,1,0.8,3.01,4,MANTENER
4,5,5,0,1.0,1.54,5,SUBIR
1,2,1,1,0.5,3.84,4,MANTENER
1,2,1,1,0.5,4.6,3,MANTENER
2,3,3,0,1.0,1.32,4,SUBIR
5,5,5,0,1.0,1.87,5,SUBIR
4,5,5,0,1.0,1.65,5,SUBIR
2,3,2,1,0.67,3.29,4,MANTENER
2,3,3,0,1.0,1.71,5,SUBIR
3,4,2,2,0.5,6.57,4,MANTENER
5,5,5,0,1.0,1.44,5,SUBIR
3,4,4,0,1.0,1.76,5,SUBIR
5,5,4,1,0.8,2.85,4,MANTENER
4,5,3,2,0.6,5.68,3,MANTENER
5,5,5,0,1.0,1.58,4,SUBIR
3,4,2,2,0.5,6.82,3,MANTENER
3,4,4,0,1.0,1.89,4,SUBIR
2,3,2,1,0.67,4.58,3,MANTENER
1,2,1,1,0.5,5.65,2,MANTENER
5,5,5,0,1.0,1.89,3,SUBIR
5,5,4,1,0.8,2.83,2,MANTENER
3,4,3,1,0.75,4.45,1,MANTENER
1,2,1,1,0.5,4.33,0,MANTENER
5,5,4,1,0.8,3.06,-1,MANTENER
5,5,4,1,0.8,3.91,-2,MANTENER
3,4,3,1,0.75,2.93,-3,MANTENER
4,5,5,0,1.0,1.38,-2,MANTENER
2,3,3,0,1.0,1.93,-1,MANTENER
5,5,5,0,1.0,1.47,0,MANTENER
1,2,2,0,1.0,1.41,1,MANTENER
4,5,5,0,1.0,1.64,2,SUBIR
5,5,4,1,0.8,3.85,1,MANTENER
4,5,4,1,0.8,3.09,0,MANTENER
5,5,5,0,1.0,1.11,1,MANTENER
2,3,3,0,1.0,1.35,2,SUBIR
3,4,2,2,0.5,3.99,1,MANTENER
2,3,2,1,0.67,4.41,0,MANTENER
4,5,4,1,0.8,2.85,-1,MANTENER
1,2,2,0,1.0,1.87,0,MANTENER
3,4,3,1,0.75,3.63,-1,MANTENER
1,2,2,0,1.0,1.85,0,MANTENER
2,3,3,0,1.0,1.45,1,MANTENER
1,2,1,1,0.5,5.37,0,MANTENER
1,2,1,1,0.5,6.82,-1,MANTENER
4,5,3,2,0.6,3.29,-2,MANTENER
3,4,4,0,1.0,1.89,-1,MANTENER
